4780,-0.29196075,-0.24139394,-0.28572494,0.253904,0.58490694,-0.75646013,0.006147968,0.40811208
9817,-0.665658,-0.12518552,0.054224964,0.2351185,0.19171031,-0.48065233,-0.3114234,0.05401968
4193,-0.35289755,-0.1261242,0.09310022,0.30375263,0.39499438,-0.6059318,-0.30578026,0.38462102
7157,-0.42877394,-0.2216319,-0.124222904,0.23698673,0.4581075,-0.6196304,-0.20781614,0.30220884
3091,-0.49144584,-0.29205662,0.027039802,0.118342124,0.4153832,-0.5978047,-0.10940092,0.18257351
7428,-0.5052286,-0.14920561,0.16831009,0.050448056,0.29072705,-0.60882974,-0.36121768,-0.14363638
3551,-0.43483424,-0.29865557,0.31876382,0.7025771,0.3270459,-0.5369769,-0.28549156,-0.13561773
4792,-0.37002707,-0.061967123,0.18898723,0.4177751,0.4813935,-0.48117587,-0.13432486,0.024877276
2475,-0.4275884,0.23926376,0.65197897,0.19202834,0.29675558,-0.39156196,0.09694072,0.12427993
57521,-0.5617759,-0.037710942,0.73107153,0.29804277,0.3130308,-0.26757455,-0.4662144,-0.061197374
8517,-0.56819344,-0.14053732,0.12066179,0.4736453,0.29093412,-0.44375616,-0.15104821,0.045346588
5289,-0.65692014,-0.10735904,0.5404311,0.4718975,0.29545477,-0.24866702,-0.1312927,-0.20592818
8678,-0.44305828,-0.17532502,0.25932103,0.44351265,0.49651137,-0.40968165,-0.101888075,0.019755175
997,-0.611828,-0.3045932,0.51602465,-0.21855041,0.34455413,-0.48267156,-0.11038696,0.053646516
9978,-0.6064176,-0.38039437,0.19457087,0.20998639,0.09368214,-0.6627361,-0.31233013,0.20972419
1869,-0.46405372,-0.4932031,-0.1608952,0.3796692,0.27461562,-0.8266973,0.0380394,0.8116381
5925,-0.3355257,-0.3112206,-0.08058926,0.401038,0.5119922,-0.6735968,-0.041379213,0.65871006
1977,-0.17575377,-0.12249249,0.7349553,-0.28337097,0.7349321,-0.6185715,-0.96369076,0.60665333
1978,-0.40593207,0.01714282,0.22975338,0.47015586,0.46995112,-0.38207343,-0.5029054,0.4013084
11065,-0.6096197,-0.32596532,0.5656873,0.5566007,-0.08742104,-0.6443019,-0.05142228,1.029631
51529,-0.8402709,-0.053719614,0.12744024,0.61854887,-0.19187297,-0.5139063,-0.1776515,1.2728312
4085,-0.6417228,-0.3413458,0.675905,0.19105582,0.35370192,-0.31688392,0.19309357,0.98370093
991,-0.870707,-0.27497602,0.74831593,0.22993481,0.168433,-0.20172025,0.13096952,1.2262754
2175,-0.54176265,0.10619264,0.36956722,0.22672111,0.42864373,-0.27037734,0.14867878,0.29370657
2189,-0.88982403,0.08364541,-0.32600364,0.19068941,0.3623274,-0.21563555,0.13785096,0.2791461
3725,-0.52099067,-0.19973299,0.057962157,-0.1209052,0.46368983,-0.54692894,-0.25366992,0.08931908
5599,-0.32706988,-0.23541318,0.1854525,0.57924587,0.4908087,-0.547744,-0.22074309,0.055404842
5888,-0.4602753,-0.2892144,0.08627897,0.13140912,0.5391026,-0.5062688,-0.07992007,0.351518
675,-0.61315584,-0.041041367,0.2056884,0.39080235,0.3911886,-0.2457055,-0.16347376,0.57049704
701,-0.7523376,-0.35950127,0.9431677,0.22845076,0.30355814,-0.24489783,0.22207235,1.2759229
331,-0.72096825,-0.09024882,-0.016736839,0.48700312,0.23920582,-0.3714615,-0.22137597,-0.061716896
56616,-1.0702285,0.005932593,0.3098414,-0.30944237,0.051357493,-0.304855,0.088640764,-0.45869228
405,-0.28896585,-0.2199176,0.20310749,0.35939103,0.50684893,-0.59841305,-0.30033237,0.14543644
580,-0.5464738,-0.35960597,-0.01943398,-0.18659174,0.6429932,-0.5086304,-0.2146748,0.49022704
672,-0.47552553,-0.31881833,0.10503314,0.14772049,0.46967334,-0.53866184,-0.09437162,0.41291577
1147,-0.425768,-0.3380711,0.29714793,0.70500135,0.2050624,-0.6395835,-0.2840402,0.07553384
5970,-0.3805952,-0.2015671,-0.14009732,0.40917543,0.40273094,-0.6857587,-0.11533478,0.20088382
7321,-0.64957386,-0.28358054,0.17644733,0.5375552,-0.1733895,-0.7184988,-0.14863822,0.63122606
841,-0.45184147,-0.21461688,0.1102896,0.47825614,0.18022843,-0.70267004,-0.25888926,-0.21933638
8772,-0.38880134,-0.07036704,0.11322607,0.46128088,0.35329527,-0.58614033,-0.25737858,-0.173135
4088,-0.21792477,-0.073166676,-0.32652518,0.5145985,0.43774927,-0.83583534,-0.16060115,0.39186153
4089,-0.25313935,-0.065089546,-0.27002472,0.5437297,0.41896543,-0.7592448,-0.18894583,0.36761338
1956,-0.35467425,0.14622815,0.37770846,0.45427242,0.32977867,-0.51625496,-0.03709357,-0.33521256
867,-0.10039115,-0.008585027,0.23268934,0.91568303,0.6267264,-0.6775121,-0.3036508,-0.62861806
22863,-0.7438855,0.14639363,0.49911383,0.44856572,0.3195757,-0.03975205,0.04221617,0.2931824
4194,-0.38196707,-0.08118274,0.017744975,0.549215,0.39955258,-0.54029655,-0.37718055,0.5055317
2885,-0.24847385,0.05662361,0.070974864,0.7391434,0.6624913,-0.50688887,-0.21667215,-0.631823
6464,-0.12177048,-0.004264929,0.42355034,0.7194069,0.6331228,-0.64912534,-0.38268346,-0.7798057
1019,-0.41301432,-0.23094213,0.07185407,0.3979703,0.32124603,-0.6250318,-0.30782646,0.40716088
595,-0.5804139,-0.5132375,0.20724328,0.39387536,0.18040164,-0.6437791,-0.15475829,0.65929615
253260,-0.5202469,0.0062544933,0.62681997,0.32964638,0.21592264,-0.36937833,-0.5175272,0.3040946
596,-0.61247027,-0.07110657,0.21499002,0.27460223,0.12042916,-0.5640807,0.3377694,-0.0694938
996,-0.57814467,-0.24173674,0.41893038,0.5316638,0.09837123,-0.5267655,-0.025595857,1.0874588
23586,-0.58824956,-0.58439577,0.15130067,0.19403599,0.2018429,-0.72360694,-0.10223634,0.14843342
57506,-0.7876262,-0.074348405,0.45985416,0.06422921,0.0783595,-0.39982373,0.10851897,-0.1434644
4087,-0.27272138,-0.23955368,-0.065083526,0.39487514,0.45116872,-0.746666,-0.15429646,0.26856652
1025,-0.34746072,-0.5144613,0.19196346,-0.15687822,0.7767062,-0.6290182,-0.28126332,-0.0073079257
904,-0.36786658,-0.52741224,-0.19910552,-0.21252188,0.90598416,-0.6762658,-0.123997755,0.37617403
1017,-0.58582014,-0.4951301,0.2598992,0.18622465,0.35143626,-0.52198476,-0.11611309,0.18101746
898,-0.5235459,-0.42872444,0.36452618,0.56587136,0.04610207,-0.71682656,-0.018202456,0.9883058
5071,-0.76569414,-0.3520878,0.37839577,-0.016648224,0.1253503,-0.48730925,-0.20402591,0.011166498
7332,-0.55964094,-0.25341576,0.13230078,0.40471137,0.18024856,-0.57350415,-0.19132142,0.34252146
572,-0.5861858,-0.10737848,0.4683727,0.24182199,0.43316522,-0.28552932,-0.13495743,-0.1344221
598,-0.46923763,-0.074368566,0.31931183,0.013122117,0.3993408,-0.53305566,0.17270263,-0.064455464
5058,-0.3580771,-0.07629172,0.46739864,0.46576154,0.5801752,-0.4058114,-0.2163588,-0.51601297
5879,-0.38581133,-0.0016321911,0.47879845,0.47136194,0.88305986,-0.20249751,-0.29677755,-0.7871159
890,-0.41258886,-0.41763875,0.1714584,0.51425844,0.39215028,-0.6092376,0.06188527,0.69323534
